有價證券代號及名稱,國際證券辨識號碼(ISIN Code),發行日,到期日,利率值,市場別,產業別,CFICode,備註
轉換公司債
B81710　P14聯上發1,TW000B817105,2025/05/29,2030/05/29,2.150000,上櫃,,DBFSFR,
B81711　P14聯上發2,TW000B817113,2025/11/26,2030/11/26,1.900000,上櫃,,DBFSFR,
B81712　P15聯上發1,TW000B817121,2026/01/12,2031/01/12,1.880000,上櫃,,DBFSFR,
B83425　P12冠德1,TW000B834258,2023/10/12,2028/10/12,1.750000,上櫃,,DBFSFR,
B83426　P13冠德1,TW000B834266,2024/12/11,2029/12/11,2.060000,上櫃,,DBFSFR,
B83427　P14冠德1,TW000B834274,2025/10/03,2030/10/03,1.960000,上櫃,,DBFSFR,
B83428　P14冠德2,TW000B834282,2025/10/30,2030/10/30,1.960000,上櫃,,DBFSFR,
B83706　P10榮剛1,TW000B837061,2021/11/29,2028/11/29,0.650000,上櫃,,DBFSFR,
B84308　P14中鼎1A,TW000B843085,2025/03/31,2030/03/31,2.100000,上櫃,,DBFUFR,
B84309　P14中鼎1B,TW000B843093,2025/03/31,2032/03/31,2.280000,上櫃,,DBFUFR,
B84705　P11太子1,TW000B847052,2022/06/16,2027/06/16,1.580000,上櫃,,DBFSFR,
B84706　P12太子1,TW000B847060,2023/06/13,2028/06/13,1.540000,上櫃,,DBFSFR,
B84814　P13亞國1,TW000B848142,2024/03/27,2029/03/27,1.770000,上櫃,,DBFSFR,
B84815　P13亞國2,TW000B848159,2024/03/27,2027/03/27,1.750000,上櫃,,DBFSFR,
B84816　P13亞國3,TW000B848167,2024/06/24,2027/06/24,2.200000,上櫃,,DBFSFR,
B84817　P13亞國4,TW000B848175,2024/11/27,2029/11/27,2.010000,上櫃,,DBFSGR,
B84818　P13亞國5,TW000B848183,2024/12/13,2027/12/13,2.000000,上櫃,,DBFSGR,
B84819　P14亞國1,TW000B848191,2025/01/14,2029/01/14,2.200000,上櫃,,DBFSGR,
B84820　P14亞國2,TW000B848209,2025/03/26,2030/03/26,2.070000,上櫃,,DBFSGR,
B84821　P14亞國3,TW000B848217,2025/07/08,2028/07/08,2.090000,上櫃,,DBFSGR,
B84822　P15亞國1A,TW000B848225,2026/05/04,2031/05/04,1.920000,上櫃,,DBFSGR,
B84823　P15亞國1B,TW000B848233,2026/05/04,2031/05/04,1.920000,上櫃,,DBFSGR,
B84905　P10 三發 1,TW000B849058,2021/12/24,2026/12/24,0.670000,上櫃,,DBFSFR,
B84906　P11三發1,TW000B849066,2022/01/10,2027/01/10,0.680000,上櫃,,DBFSFR,
B84907　P11 三發2,TW000B849074,2022/09/14,2027/09/14,1.700000,上櫃,,DBFSFR,
B84908　P13三發1,TW000B849082,2024/07/18,2029/07/18,2.080000,上櫃,,DBFSFR,
B84909　P14三發1,TW000B849090,2025/01/13,2030/01/13,2.010000,上櫃,,DBFSFR,
B85108　P10潤隆1,TW000B851088,2021/11/10,2026/11/10,0.570000,上櫃,,DBFSFR,
B85109　P11潤隆1,TW000B851096,2022/04/11,2027/04/11,0.850000,上櫃,,DBFSFR,
B85110　P13潤隆1,TW000B851104,2024/03/28,2029/03/28,1.700000,上櫃,,DBFSFR,
B85111　P13潤隆2,TW000B851112,2024/05/02,2029/05/02,1.730000,上櫃,,DBFSFR,
B85112　P13潤隆3,TW000B851120,2024/12/20,2029/12/20,2.050000,上櫃,,DBFSFR,
B85113　P14潤隆1,TW000B851138,2025/09/03,2028/09/03,2.050000,上櫃,,DBFSFR,
B85114　P15潤隆1,TW000B851146,2026/01/08,2031/01/08,1.880000,上櫃,,DBFSFR,
B85204　P10太設1,TW000B852045,2021/06/04,2026/06/04,0.630000,上櫃,,DBFSFR,
B85205　P11太設1,TW000B852052,2022/04/01,2027/04/01,0.850000,上櫃,,DBFSFR,
B85309　P10達麗2,TW000B853092,2021/08/05,2026/08/05,0.550000,上櫃,,DBFSFR,
B85310　P13達麗1,TW000B853100,2024/06/24,2027/06/24,2.000000,上櫃,,DBFSFR,
B85311　P14達麗1,TW000B853118,2025/04/25,2030/04/25,2.100000,上櫃,,DBFSFR,
B85410　P12中龍1,TW000B854108,2023/06/13,2026/06/13,1.550000,上櫃,,DBFUFR,
B85411　P12中龍2,TW000B854116,2023/12/12,2028/12/12,1.790000,上櫃,,DBFUFR,
B85412　P13中龍1,TW000B854124,2024/04/23,2029/04/23,1.720000,上櫃,,DBFUFR,
B85413　P13中龍2,TW000B854132,2024/08/27,2029/08/27,2.250000,上櫃,,DBFUFR,
B85414　P14中龍1,TW000B854140,2025/01/06,2030/01/06,2.190000,上櫃,,DBFUFR,
B85504　P11士開1,TW000B855048,2022/01/12,2027/01/12,0.600000,上櫃,,DBFSFR,
B85505　P13士開1,TW000B855055,2024/08/15,2029/08/15,2.150000,上櫃,,DBFSFR,
B85506　P15士開1,TW000B855063,2026/04/17,2031/04/17,1.900000,上櫃,,DBFSFR,
B85702　P11隆大1,TW000B857028,2022/01/12,2027/01/12,0.680000,上櫃,,DBFSFR,
B85703　P12隆大1,TW000B857036,2023/08/30,2028/08/30,1.650000,上櫃,,DBFSFR,
B85704　P13隆大1,TW000B857044,2024/11/13,2029/11/13,1.950000,上櫃,,DBFSFR,
B86005　P14力麒1,TW000B860055,2025/08/12,2030/08/12,1.980000,上櫃,,DBFSFR,
B86006　P14力麒2,TW000B860063,2025/10/16,2030/10/16,1.950000,上櫃,,DBFSFR,
B86211　P12富旺1,TW000B862119,2023/12/19,2026/12/19,1.770000,上櫃,,DBFSFR,
B86212　P13富旺1,TW000B862127,2024/01/12,2027/01/12,1.770000,上櫃,,DBFSFR,
B86213　P13富旺2,TW000B862135,2024/05/07,2027/05/07,1.690000,上櫃,,DBFSFR,
B86214　P13富旺3,TW000B862143,2024/07/11,2029/07/11,2.150000,上櫃,,DBFSFR,
B86306　P10愛山林2,TW000B863067,2021/11/25,2026/11/25,0.600000,上櫃,,DBFSFR,
B86309　P12愛山林1,TW000B863091,2023/09/21,2026/09/21,1.620000,上櫃,,DBFSFR,
B86310　P13愛山林1,TW000B863109,2024/07/29,2027/07/29,2.100000,上櫃,,DBFSFR,
B86311　P14愛山林1,TW000B863117,2025/10/16,2028/10/16,2.500000,上櫃,,DBFUGR,
B86409　P10興富發3,TW000B864099,2021/09/15,2026/09/15,0.550000,上櫃,,DBFSFR,
B86410　P11興富發1,TW000B864107,2022/04/18,2027/04/18,0.900000,上櫃,,DBFSFR,
B86411　P12興富發1,TW000B864115,2023/12/11,2026/12/11,1.700000,上櫃,,DBFSFR,
B86412　P13興富發1,TW000B864123,2024/01/11,2027/01/11,1.800000,上櫃,,DBFSFR,
B86413　P14興富發1,TW000B864131,2025/06/13,2028/06/13,2.100000,上櫃,,DBFSFR,
B86414　P14興富發2,TW000B864149,2025/06/20,2028/06/20,2.080000,上櫃,,DBFSFR,
B86415　P14興富發3,TW000B864156,2025/09/01,2028/09/01,2.060000,上櫃,,DBFSFR,
B86416　P14興富發4,TW000B864164,2025/12/15,2030/12/15,1.880000,上櫃,,DBFSFR,
B86417　P14興富發5,TW000B864172,2025/12/22,2030/12/22,1.900000,上櫃,,DBFSGR,
B86418　P15興富發1,TW000B864180,2026/01/13,2029/01/13,1.800000,上櫃,,DBFSFR,
B86507　P11新潤1,TW000B865070,2022/10/03,2027/10/03,1.800000,上櫃,,DBFSFR,
B86508　P12新潤1,TW000B865088,2023/09/11,2028/09/11,1.650000,上櫃,,DBFSFR,
B86509　P13新潤1A,TW000B865096,2024/06/27,2029/06/27,2.100000,上櫃,,DBFSFR,
B86510　P13新潤1B,TW000B865104,2024/06/27,2029/06/27,2.100000,上櫃,,DBFSFR,
B86511　P13新潤2,TW000B865112,2024/11/12,2029/11/12,1.970000,上櫃,,DBFSFR,
B86603　P10永信建1,TW000B866037,2021/07/20,2026/07/20,0.590000,上櫃,,DBFSFR,
B86604　P10永信建2,TW000B866045,2021/09/27,2026/09/27,0.550000,上櫃,,DBFSFR,
B86605　P11永信建1,TW000B866052,2022/06/08,2027/06/08,1.800000,上櫃,,DBFSFR,
B86606　P11永信建2,TW000B866060,2022/06/08,2027/06/08,1.850000,上櫃,,DBFSFR,
B86607　P12永信建1,TW000B866078,2023/07/21,2028/07/21,2.975000,上櫃,,DBFUGR,
B86608　P14永信建1,TW000B866086,2025/07/29,2030/07/29,3.200000,上櫃,,DBFUGR,
B86703　P10聯上1,TW000B867035,2021/09/03,2026/09/03,0.650000,上櫃,,DBFGFR,
B86704　P10聯上2,TW000B867043,2021/10/26,2026/10/26,0.570000,上櫃,,DBFSFR,
B86705　P11聯上1,TW000B867050,2022/11/16,2027/11/16,2.200000,上櫃,,DBFSFR,
B86802　P10夆典1,TW000B868025,2021/11/09,2026/11/09,0.560000,上櫃,,DBFSFR,
B86905　P10和潤2,TW000B869056,2021/07/22,2026/07/22,0.560000,上櫃,,DBFUFR,
B86909　P12和潤1,TW000B869098,2023/03/28,2028/03/28,1.500000,上櫃,,DBFUFR,
B86911　P14和潤1,TW000B869114,2025/07/21,2028/07/21,1.830000,上櫃,,DBFSFR,
B86912　P14和潤2A,TW000B869122,2025/10/08,2028/10/08,1.930000,上櫃,,DBFUFR,
B86913　P14和潤2B,TW000B869130,2025/10/08,2030/10/08,1.970000,上櫃,,DBFUFR,
B86914　P15和潤1A,TW000B869148,2026/03/30,2029/03/30,1.930000,上櫃,,DBFUFR,
B86915　P15和潤1B,TW000B869155,2026/03/30,2031/03/30,1.930000,上櫃,,DBFUFR,
B87003　P11三圓1,TW000B870039,2022/05/27,2027/05/27,1.200000,上櫃,,DBFSFR,
B87004　P12三圓1,TW000B870047,2023/09/19,2026/09/19,1.650000,上櫃,,DBFSFR,
B87107　P10日勝1,TW000B871078,2021/08/02,2026/08/02,0.610000,上櫃,,DBFSFR,
B87108　P11日勝1,TW000B871086,2022/09/12,2027/09/12,2.000000,上櫃,,DBFSFR,
B87109　P11日勝2,TW000B871094,2022/11/18,2027/11/18,2.200000,上櫃,,DBFSFR,
B87110　P13日勝1,TW000B871102,2024/06/27,2029/06/27,2.100000,上櫃,,DBFSFR,
B87111　P14日勝1,TW000B871110,2025/05/28,2028/05/28,2.070000,上櫃,,DBFSFR,
B87112　P14日勝2,TW000B871128,2025/06/26,2028/06/26,2.050000,上櫃,,DBFSFR,
B87113　P14日勝3,TW000B871136,2025/12/24,2028/12/24,1.900000,上櫃,,DBFSFR,
B87204　P07裕隆1B,TW000B872043,2018/12/25,2028/12/25,1.800000,上櫃,,DBFUFR,
B87502　P14富華新1,TW000B875020,2025/09/24,2030/09/24,2.000000,上櫃,,DBFSFR,
B87601　P10華友聯1,TW000B876010,2021/06/29,2026/06/29,0.580000,上櫃,,DBFSFR,
B87602　P12華友聯1,TW000B876028,2023/09/21,2028/09/21,1.800000,上櫃,,DBFSFR,
B87701　P10達欣工1,TW000B877018,2021/08/18,2026/08/18,0.600000,上櫃,,DBFSFR,
B87801　P10春雨1,TW000B878016,2021/10/15,2028/10/15,0.650000,上櫃,,DBFSFR,
B87901　P11坤悅1,TW000B879014,2022/03/29,2027/03/29,0.890000,上櫃,,DBFSFR,
B88001　P11宏普1,TW000B880012,2022/10/27,2027/10/27,2.600000,上櫃,,DBFUGR,
B88002　P12宏普1,TW000B880020,2023/01/16,2028/01/16,2.850000,上櫃,,DBFUGR,
B88101　P14全坤建1,TW000B881010,2025/04/30,2028/04/30,2.100000,上櫃,,DBFSFR,
B88102　P15全坤建1,TW000B881028,2026/04/07,2029/04/07,1.970000,上櫃,,DBFSFR,
B903AI　P14台電1A,TW000B903AI5,2025/04/30,2030/04/30,1.900000,上櫃,,DBFUFR,
B903AO　P14台電1B,TW000B903AO3,2025/04/30,2032/04/30,1.960000,上櫃,,DBFUFR,
B903BI　P14台電1C,TW000B903BI3,2025/04/30,2035/04/30,2.010000,上櫃,,DBFUFR,
B903BO　P14台電2A,TW000B903BO1,2025/06/16,2030/06/16,1.900000,上櫃,,DBFUFR,
B903CI　P14台電2B,TW000B903CI1,2025/06/16,2032/06/16,1.950000,上櫃,,DBFUFR,
B903CO　P14台電3A,TW000B903CO9,2025/07/15,2030/07/15,1.880000,上櫃,,DBFUFR,
B903DI　P14台電3B,TW000B903DI9,2025/07/15,2032/07/15,1.920000,上櫃,,DBFUFR,
B903DO　P14台電3C,TW000B903DO7,2025/07/15,2035/07/15,1.970000,上櫃,,DBFUFR,
B903EI　P14台電4A,TW000B903EI7,2025/09/15,2030/09/15,1.700000,上櫃,,DBFUFR,
B903EO　P14台電4B,TW000B903EO5,2025/09/15,2032/09/15,1.740000,上櫃,,DBFUFR,
B903FI　P14台電4C,TW000B903FI4,2025/09/15,2035/09/15,1.780000,上櫃,,DBFUFR,
B903FO　P14台電5A,TW000B903FO2,2025/11/17,2030/11/17,1.600000,上櫃,,DBFUFR,
B903GI　P14台電5B,TW000B903GI2,2025/11/17,2032/11/17,1.640000,上櫃,,DBFUFR,
B903GO　P14台電5C,TW000B903GO0,2025/11/17,2035/11/17,1.650000,上櫃,,DBFUFR,
B903HI　P14台電6A,TW000B903HI0,2025/12/15,2028/12/15,1.400000,上櫃,,DBFUFR,
B903HO　P14台電6B,TW000B903HO8,2025/12/15,2030/12/15,1.500000,上櫃,,DBFUFR,
B903I1　P14台電6C,TW000B903I12,2025/12/15,2032/12/15,1.530000,上櫃,,DBFUFR,
B903I2　P15台電1A,TW000B903I20,2026/01/12,2031/01/12,1.630000,上櫃,,DBFUFR,
B903I3　P15台電1B,TW000B903I38,2026/01/14,2033/01/14,1.640000,上櫃,,DBFUFR,
B903I4　P15台電2A,TW000B903I46,2026/04/23,2031/04/23,1.730000,上櫃,,DBFUFR,
B903I5　P15台電2B,TW000B903I53,2026/04/24,2033/04/24,1.730000,上櫃,,DBFUFR,
B903I6　P15台電2C,TW000B903I61,2026/04/27,2036/04/27,1.780000,上櫃,,DBFUFR,
B903WE　P06台電1C,TW000B903WE8,2017/04/24,2027/04/24,1.550000,上櫃,,DBFUFR,
B903WH　P06台電2C,TW000B903WH1,2017/07/12,2027/07/12,1.400000,上櫃,,DBFUFR,
B903WL　P06台電3C,TW000B903WL3,2017/12/15,2027/12/15,1.150000,上櫃,,DBFUFR,
B903WQ　P07台電1D,TW000B903WQ2,2018/05/15,2028/05/15,1.100000,上櫃,,DBFUFR,
B903WT　P07台電3C,TW000B903WT6,2018/08/15,2028/08/15,1.090000,上櫃,,DBFUFR,
B903WW　P07台電4C,TW000B903WW0,2018/11/16,2028/11/16,1.100000,上櫃,,DBFUFR,
B903WZ　P08台電1C,TW000B903WZ3,2019/04/29,2029/04/29,0.990000,上櫃,,DBFUFR,
B903X1　P08台電2B,TW000B903X13,2019/07/15,2026/07/15,0.790000,上櫃,,DBFUFR,
B903X2　P08台電2C,TW000B903X21,2019/07/15,2029/07/15,0.870000,上櫃,,DBFUFR,
B903X4　P08台電3B,TW000B903X47,2019/09/10,2026/09/10,0.800000,上櫃,,DBFUFR,
B903X5　P08台電3C,TW000B903X54,2019/09/11,2029/09/11,0.850000,上櫃,,DBFUFR,
B903X7　P08台電4B,TW000B903X70,2019/12/16,2026/12/16,0.800000,上櫃,,DBFUFR,
B903X8　P08台電4C,TW000B903X88,2019/12/16,2029/12/16,0.850000,上櫃,,DBFUFR,
B903X9　P09台電1A,TW000B903X96,2020/04/22,2027/04/22,0.560000,上櫃,,DBFUFR,
B903XA　P09台電1B,TW000B903XA4,2020/04/23,2030/04/23,0.580000,上櫃,,DBFUFR,
B903XB　P09台電1C,TW000B903XB2,2020/04/24,2035/04/24,0.610000,上櫃,,DBFUFR,
B903XD　P09台電2B,TW000B903XD8,2020/06/15,2027/06/15,0.600000,上櫃,,DBFUFR,
B903XE　P09台電2C,TW000B903XE6,2020/06/16,2030/06/16,0.650000,上櫃,,DBFUFR,
B903XF　P09台電2D,TW000B903XF3,2020/06/15,2035/06/15,0.730000,上櫃,,DBFUFR,
B903XH　P09台電3B,TW000B903XH9,2020/07/20,2027/07/20,0.600000,上櫃,,DBFGFR,
B903XJ　P09台電3C,TW000B903XJ5,2020/07/20,2030/07/20,0.660000,上櫃,,DBFGFR,
B903XL　P09台電4B,TW000B903XL1,2020/11/16,2027/11/16,0.500000,上櫃,,DBFUFR,
B903XM　P09台電4C,TW000B903XM9,2020/11/16,2030/11/16,0.560000,上櫃,,DBFUFR,
B903XP　P09台電5B,TW000B903XP2,2020/12/15,2027/12/15,0.450000,上櫃,,DBFUFR,
B903XQ　P09台電5C,TW000B903XQ0,2020/12/16,2030/12/16,0.490000,上櫃,,DBFUFR,
B903XS　P10台電1B,TW000B903XS6,2021/04/19,2028/04/19,0.550000,上櫃,,DBFUFR,
B903XT　P10台電1C,TW000B903XT4,2021/04/16,2031/04/16,0.620000,上櫃,,DBFUFR,
B903XU　P10台電2A,TW000B903XU2,2021/06/15,2026/06/15,0.440000,上櫃,,DBFUFR,
B903XV　P10台電2B,TW000B903XV0,2021/06/16,2028/06/16,0.490000,上櫃,,DBFUFR,
B903XW　P10台電2C,TW000B903XW8,2021/06/15,2031/06/15,0.600000,上櫃,,DBFUFR,
B903XX　P10台電3A,TW000B903XX6,2021/11/15,2026/11/15,0.470000,上櫃,,DBFUFR,
B903XY　P10台電3B,TW000B903XY4,2021/11/15,2028/11/15,0.480000,上櫃,,DBFUFR,
B903XZ　P10台電3C,TW000B903XZ1,2021/11/15,2031/11/15,0.600000,上櫃,,DBFUFR,
B903Y0　P10台電4A,TW000B903Y04,2021/12/15,2026/12/15,0.570000,上櫃,,DBFUFR,
B903Y1　P10台電4B,TW000B903Y12,2021/12/15,2028/12/15,0.620000,上櫃,,DBFUFR,
B903Y2　P10台電4C,TW000B903Y20,2021/12/15,2031/12/15,0.690000,上櫃,,DBFUFR,
B903Y3　P11台電1A,TW000B903Y38,2022/04/26,2027/04/26,0.850000,上櫃,,DBFUFR,
B903Y4　P11台電1B,TW000B903Y46,2022/04/25,2029/04/25,0.890000,上櫃,,DBFUFR,
B903Y5　P11台電1C,TW000B903Y53,2022/04/27,2032/04/27,0.900000,上櫃,,DBFUFR,
B903Y7　P11台電2B,TW000B903Y79,2022/06/15,2027/06/15,1.700000,上櫃,,DBFUFR,
B903Y8　P11台電2C,TW000B903Y87,2022/06/15,2029/06/15,1.700000,上櫃,,DBFUFR,
B903YA　P11台電3B,TW000B903YA2,2022/07/15,2027/07/15,1.700000,上櫃,,DBFUFR,
B903YB　P11台電3C,TW000B903YB0,2022/07/15,2029/07/15,1.800000,上櫃,,DBFUFR,
B903YC　P11台電3D,TW000B903YC8,2022/07/15,2032/07/15,2.000000,上櫃,,DBFUFR,
B903YE　P11台電4B,TW000B903YE4,2022/08/15,2027/08/15,1.590000,上櫃,,DBFUFR,
B903YF　P11台電4C,TW000B903YF1,2022/08/15,2029/08/15,1.650000,上櫃,,DBFUFR,
B903YG　P11台電4D,TW000B903YG9,2022/08/17,2032/08/17,1.850000,上櫃,,DBFUFR,
B903YH　P11台電5A,TW000B903YH7,2022/10/18,2027/10/18,1.650000,上櫃,,DBFUFR,
B903YJ　P11台電5B,TW000B903YJ3,2022/10/18,2029/10/18,1.700000,上櫃,,DBFUFR,
B903YK　P11台電5C,TW000B903YK1,2022/10/18,2032/10/18,1.900000,上櫃,,DBFUFR,
B903YM　P11台電6B,TW000B903YM7,2022/11/15,2027/11/15,1.950000,上櫃,,DBFUFR,
B903YN　P11台電6C,TW000B903YN5,2022/11/15,2032/11/15,2.150000,上櫃,,DBFUFR,
B903YQ　P11台電7B,TW000B903YQ8,2022/12/15,2027/12/15,2.050000,上櫃,,DBFUFR,
B903YR　P11台電7C,TW000B903YR6,2022/12/15,2032/12/15,2.200000,上櫃,,DBFUFR,
B903YT　P12台電1B,TW000B903YT2,2023/01/11,2028/01/11,1.650000,上櫃,,DBFUFR,
B903YU　P12台電1C,TW000B903YU0,2023/01/12,2030/01/12,1.800000,上櫃,,DBFUFR,
B903YV　P12台電1D,TW000B903YV8,2023/01/12,2033/01/12,1.900000,上櫃,,DBFUFR,
B903YX　P12台電2B,TW000B903YX4,2023/04/20,2028/04/20,1.530000,上櫃,,DBFUFR,
B903YY　P12台電2C,TW000B903YY2,2023/04/20,2030/04/20,1.600000,上櫃,,DBFUFR,
B903YZ　P12台電2D,TW000B903YZ9,2023/04/20,2033/04/20,1.800000,上櫃,,DBFUFR,
B903Z1　P12台電3A,TW000B903Z11,2023/06/15,2026/06/15,1.450000,上櫃,,DBFUFR,
B903Z2　P12台電3B,TW000B903Z29,2023/06/15,2028/06/15,1.570000,上櫃,,DBFUFR,
B903Z3　P12台電3C,TW000B903Z37,2023/06/15,2030/06/15,1.600000,上櫃,,DBFUFR,
B903Z4　P12台電3D,TW000B903Z45,2023/06/15,2033/06/15,1.780000,上櫃,,DBFUFR,
B903Z5　P12台電4A,TW000B903Z52,2023/08/15,2026/08/15,1.450000,上櫃,,DBFUFR,
B903Z6　P12台電4B,TW000B903Z60,2023/08/15,2028/08/15,1.570000,上櫃,,DBFUFR,
B903Z7　P12台電4C,TW000B903Z78,2023/08/15,2030/08/15,1.630000,上櫃,,DBFUFR,
B903Z8　P12台電4D,TW000B903Z86,2023/08/15,2033/08/15,1.720000,上櫃,,DBFUFR,
B903Z9　P12台電5A,TW000B903Z94,2023/10/18,2028/10/18,1.570000,上櫃,,DBFUFR,
B903ZA　P12台電5B,TW000B903ZA9,2023/10/18,2030/10/18,1.600000,上櫃,,DBFUFR,
B903ZB　P12台電5C,TW000B903ZB7,2023/10/18,2033/10/18,1.720000,上櫃,,DBFUFR,
B903ZC　P12台電6A,TW000B903ZC5,2023/12/15,2028/12/15,1.700000,上櫃,,DBFUFR,
B903ZD　P12台電6B,TW000B903ZD3,2023/12/15,2030/12/15,1.700000,上櫃,,DBFUFR,
B903ZE　P12台電6C,TW000B903ZE1,2023/12/15,2033/12/15,1.810000,上櫃,,DBFUFR,
B903ZF　P13台電1A,TW000B903ZF8,2024/01/10,2029/01/10,1.700000,上櫃,,DBFUFR,
B903ZG　P13台電1B,TW000B903ZG6,2024/01/12,2034/01/12,1.810000,上櫃,,DBFUFR,
B903ZH　P13台電2A,TW000B903ZH4,2024/04/25,2029/04/25,1.660000,上櫃,,DBFUFR,
B903ZJ　P13台電2B,TW000B903ZJ0,2024/04/25,2031/04/25,1.690000,上櫃,,DBFUFR,
B903ZK　P13台電2C,TW000B903ZK8,2024/04/26,2034/04/26,1.770000,上櫃,,DBFUFR,
B903ZL　P13台電3A,TW000B903ZL6,2024/06/18,2029/06/18,1.950000,上櫃,,DBFUFR,
B903ZM　P13台電3B,TW000B903ZM4,2024/06/18,2031/06/18,1.980000,上櫃,,DBFUFR,
B903ZN　P13台電3C,TW000B903ZN2,2024/06/18,2034/06/18,2.080000,上櫃,,DBFUFR,
B903ZP　P13台電4A,TW000B903ZP7,2024/07/19,2029/07/19,1.920000,上櫃,,DBFUFR,
B903ZQ　P13台電4B,TW000B903ZQ5,2024/07/19,2031/07/19,1.950000,上櫃,,DBFUFR,
B903ZR　P13台電4C,TW000B903ZR3,2024/07/19,2034/07/19,2.030000,上櫃,,DBFUFR,
B903ZS　P13台電5A,TW000B903ZS1,2024/09/16,2029/09/16,1.900000,上櫃,,DBFUFR,
B903ZT　P13台電5B,TW000B903ZT9,2024/09/16,2031/09/16,1.920000,上櫃,,DBFUFR,
B903ZU　P13台電5C,TW000B903ZU7,2024/09/16,2034/09/16,1.990000,上櫃,,DBFUFR,
B903ZV　P13台電6A,TW000B903ZV5,2024/11/15,2029/11/15,1.880000,上櫃,,DBFUFR,
B903ZW　P13台電6B,TW000B903ZW3,2024/11/15,2031/11/15,1.900000,上櫃,,DBFUFR,
B903ZX　P13台電6C,TW000B903ZX1,2024/11/15,2034/11/15,1.930000,上櫃,,DBFUFR,
B903ZY　P13台電7A,TW000B903ZY9,2024/12/16,2029/12/16,1.900000,上櫃,,DBFUFR,
B903ZZ　P13台電7B,TW000B903ZZ6,2024/12/16,2031/12/16,1.900000,上櫃,,DBFUFR,
B90413　P09元大債2,TW000B904135,2020/05/06,2027/05/06,0.670000,上櫃,,DBFUFR,
B90414　P13元大債1,TW000B904143,2024/10/08,2029/10/08,2.050000,上櫃,,DBFUFR,
B91012　P08凱基證3,TW000B910124,2019/11/22,2026/11/22,0.830000,上櫃,,DBFUFR,
B91013　P10凱基證1A,TW000B910132,2021/07/09,2026/07/09,0.510000,上櫃,,DBFUFR,
B91014　P10凱基證1B,TW000B910140,2021/07/09,2028/07/09,0.550000,上櫃,,DBFUFR,
B91015　P13凱基證1,TW000B910157,2024/05/28,2034/05/28,2.200000,上櫃,,DBFUFR,
B921AC　P10陽明1H,TW000B921AC0,2021/04/28,2028/04/28,0.490000,上櫃,,DBFSFR,
B921AD　P10陽明1J,TW000B921AD8,2021/04/28,2028/04/28,0.490000,上櫃,,DBFSFR,
B92356　P10遠鼎1,TW000B923564,2021/06/29,2026/06/29,0.650000,上櫃,,DBFUFR,
B92357　P12遠鼎1A,TW000B923572,2023/06/28,2026/06/28,1.600000,上櫃,,DBFUFR,
B92358　P12遠鼎1B,TW000B923580,2023/06/28,2028/06/28,1.680000,上櫃,,DBFUFR,
B92359　P12遠鼎2A,TW000B923598,2023/09/25,2026/09/25,1.620000,上櫃,,DBFUFR,
B92360　P12遠鼎2B,TW000B923606,2023/09/25,2028/09/25,1.700000,上櫃,,DBFUFR,
B92361　P12遠鼎3,TW000B923614,2023/12/28,2027/12/28,1.900000,上櫃,,DBFUFR,
B92362　P13遠鼎1,TW000B923622,2024/07/29,2027/07/29,1.950000,上櫃,,DBFUFR,
B92363　P14遠鼎1,TW000B923630,2025/04/29,2030/04/29,2.150000,上櫃,,DBFUFR,
B92364　P14遠鼎2A,TW000B923648,2025/09/22,2028/09/22,1.990000,上櫃,,DBFUFR,
B92365　P14遠鼎2B,TW000B923655,2025/09/22,2030/09/22,2.050000,上櫃,,DBFUFR,
B92602　P09永昌證1,TW000B926021,2020/12/08,2026/12/08,0.960000,上櫃,,DBFUFR,
B92603　P13永昌證1,TW000B926039,2024/10/30,2034/10/30,2.500000,上櫃,,DBFUFR,
B92604　P15永昌證1,TW000B926047,2026/04/29,2036/04/29,2.450000,上櫃,,DBFUFR,
B93542　P10裕融1,TW000B935428,2021/06/08,2026/06/08,0.730000,上櫃,,DBFUFR,
B93543　P12裕融1,TW000B935436,2023/04/26,2028/04/26,1.700000,上櫃,,DBFUFR,
B94169　P09台灣大2,TW000B941699,2020/03/24,2027/03/24,0.660000,上櫃,,DBFUFR,
B94170　P09台灣大3,TW000B941707,2020/03/24,2030/03/24,0.720000,上櫃,,DBFUFR,
B94171　P10台灣大1,TW000B941715,2021/07/13,2028/07/13,0.530000,上櫃,,DBFUFR,
B94172　P12台灣大1,TW000B941723,2023/05/22,2028/05/22,1.537000,上櫃,,DBFUFR,
B94173　P13台灣大1,TW000B941731,2024/09/27,2029/09/27,1.890000,上櫃,,DBFUFR,
B94174　P14台灣大1,TW000B941749,2025/04/28,2030/04/28,1.900000,上櫃,,DBFUFR,
B94274　P08華航1B,TW000B942747,2019/06/21,2026/06/21,1.320000,上櫃,,DBFUFR,
B94275　P12華航1,TW000B942754,2023/05/22,2028/05/22,1.900000,上櫃,,DBFUFR,
B94276　P14華航1,TW000B942762,2025/08/28,2030/08/28,2.180000,上櫃,,DBFUFR,
B94646　P08遠傳1B,TW000B946466,2019/06/25,2026/06/25,0.810000,上櫃,,DBFUFR,
B94647　P08遠傳2A,TW000B946474,2019/12/20,2026/12/20,0.800000,上櫃,,DBFUFR,
B94648　P08遠傳2B,TW000B946482,2019/12/20,2029/12/20,0.850000,上櫃,,DBFUFR,
B94650　P09遠傳1B,TW000B946508,2020/03/16,2027/03/16,0.700000,上櫃,,DBFUFR,
