有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
"IJO30000U6　大立光股票選擇權,2026/09,履約價3000.0,賣權",TWIJO000CU61,2026/04/16,期貨及選擇權,,OPESCS,
"IJO30500Q6　大立光股票選擇權,2026/05,履約價3050.0,賣權",TWIJO050CQ66,2026/04/15,期貨及選擇權,,OPESCS,
"IJO30500R6　大立光股票選擇權,2026/06,履約價3050.0,賣權",TWIJO050CR65,2026/04/16,期貨及選擇權,,OPESCS,
"IJO31000Q6　大立光股票選擇權,2026/05,履約價3100.0,賣權",TWIJO100CQ66,2026/04/15,期貨及選擇權,,OPESCS,
"IJO31000R6　大立光股票選擇權,2026/06,履約價3100.0,賣權",TWIJO100CR65,2026/04/15,期貨及選擇權,,OPESCS,
"IJO31000U6　大立光股票選擇權,2026/09,履約價3100.0,賣權",TWIJO100CU60,2026/04/16,期貨及選擇權,,OPESCS,
"IJO31500Q6　大立光股票選擇權,2026/05,履約價3150.0,賣權",TWIJO150CQ65,2026/04/16,期貨及選擇權,,OPESCS,
"IJO31500R6　大立光股票選擇權,2026/06,履約價3150.0,賣權",TWIJO150CR64,2026/04/16,期貨及選擇權,,OPESCS,
"IJO32000Q6　大立光股票選擇權,2026/05,履約價3200.0,賣權",TWIJO200CQ65,2026/04/16,期貨及選擇權,,OPESCS,
"IJO32000R6　大立光股票選擇權,2026/06,履約價3200.0,賣權",TWIJO200CR64,2026/04/16,期貨及選擇權,,OPESCS,
"IJO32000U6　大立光股票選擇權,2026/09,履約價3200.0,賣權",TWIJO200CU69,2026/04/16,期貨及選擇權,,OPESCS,
"IJO32500Q6　大立光股票選擇權,2026/05,履約價3250.0,賣權",TWIJO250CQ64,2026/04/16,期貨及選擇權,,OPESCS,
"IJO32500R6　大立光股票選擇權,2026/06,履約價3250.0,賣權",TWIJO250CR63,2026/04/16,期貨及選擇權,,OPESCS,
"IJO33000U6　大立光股票選擇權,2026/09,履約價3300.0,賣權",TWIJO300CU68,2026/04/16,期貨及選擇權,,OPESCS,
"IRO02600R6　欣興股票選擇權,2026/06,履約價260.0,賣權",TWIRO2600R66,2026/01/22,期貨及選擇權,,OPESCS,
"IRO02800R6　欣興股票選擇權,2026/06,履約價280.0,賣權",TWIRO2800R64,2026/01/22,期貨及選擇權,,OPESCS,
"IRO03000R6　欣興股票選擇權,2026/06,履約價300.0,賣權",TWIRO3000R60,2026/01/22,期貨及選擇權,,OPESCS,
"IRO03200R6　欣興股票選擇權,2026/06,履約價320.0,賣權",TWIRO3200R68,2026/01/22,期貨及選擇權,,OPESCS,
"IRO03400R6　欣興股票選擇權,2026/06,履約價340.0,賣權",TWIRO3400R66,2026/01/22,期貨及選擇權,,OPESCS,
"IRO03600R6　欣興股票選擇權,2026/06,履約價360.0,賣權",TWIRO3600R64,2026/01/22,期貨及選擇權,,OPESCS,
"IRO03700Q6　欣興股票選擇權,2026/05,履約價370.0,賣權",TWIRO3700Q64,2026/04/01,期貨及選擇權,,OPESCS,
"IRO03800Q6　欣興股票選擇權,2026/05,履約價380.0,賣權",TWIRO3800Q63,2026/04/01,期貨及選擇權,,OPESCS,
"IRO03800R6　欣興股票選擇權,2026/06,履約價380.0,賣權",TWIRO3800R62,2026/01/22,期貨及選擇權,,OPESCS,
"IRO03900Q6　欣興股票選擇權,2026/05,履約價390.0,賣權",TWIRO3900Q62,2026/03/25,期貨及選擇權,,OPESCS,
"IRO04000Q6　欣興股票選擇權,2026/05,履約價400.0,賣權",TWIRO4000Q69,2026/03/25,期貨及選擇權,,OPESCS,
"IRO04000R6　欣興股票選擇權,2026/06,履約價400.0,賣權",TWIRO4000R68,2026/01/26,期貨及選擇權,,OPESCS,
"IRO04100Q6　欣興股票選擇權,2026/05,履約價410.0,賣權",TWIRO4100Q68,2026/03/25,期貨及選擇權,,OPESCS,
"IRO04200Q6　欣興股票選擇權,2026/05,履約價420.0,賣權",TWIRO4200Q67,2026/03/24,期貨及選擇權,,OPESCS,
"IRO04200R6　欣興股票選擇權,2026/06,履約價420.0,賣權",TWIRO4200R66,2026/01/28,期貨及選擇權,,OPESCS,
"IRO04300Q6　欣興股票選擇權,2026/05,履約價430.0,賣權",TWIRO4300Q66,2026/03/24,期貨及選擇權,,OPESCS,
"IRO04400Q6　欣興股票選擇權,2026/05,履約價440.0,賣權",TWIRO4400Q65,2026/03/24,期貨及選擇權,,OPESCS,
"IRO04400R6　欣興股票選擇權,2026/06,履約價440.0,賣權",TWIRO4400R64,2026/01/29,期貨及選擇權,,OPESCS,
"IRO04500Q6　欣興股票選擇權,2026/05,履約價450.0,賣權",TWIRO4500Q64,2026/03/24,期貨及選擇權,,OPESCS,
"IRO04600Q6　欣興股票選擇權,2026/05,履約價460.0,賣權",TWIRO4600Q63,2026/03/24,期貨及選擇權,,OPESCS,
"IRO04600R6　欣興股票選擇權,2026/06,履約價460.0,賣權",TWIRO4600R62,2026/02/04,期貨及選擇權,,OPESCS,
"IRO04700Q6　欣興股票選擇權,2026/05,履約價470.0,賣權",TWIRO4700Q62,2026/03/23,期貨及選擇權,,OPESCS,
"IRO04800Q6　欣興股票選擇權,2026/05,履約價480.0,賣權",TWIRO4800Q61,2026/03/23,期貨及選擇權,,OPESCS,
"IRO04800R6　欣興股票選擇權,2026/06,履約價480.0,賣權",TWIRO4800R60,2026/02/24,期貨及選擇權,,OPESCS,
"IRO04900Q6　欣興股票選擇權,2026/05,履約價490.0,賣權",TWIRO4900Q60,2026/03/19,期貨及選擇權,,OPESCS,
"IRO05000Q6　欣興股票選擇權,2026/05,履約價500.0,賣權",TWIRO5000Q66,2026/03/19,期貨及選擇權,,OPESCS,
"IRO05000R6　欣興股票選擇權,2026/06,履約價500.0,賣權",TWIRO5000R65,2026/02/25,期貨及選擇權,,OPESCS,
"IRO05100Q6　欣興股票選擇權,2026/05,履約價510.0,賣權",TWIRO5100Q65,2026/03/19,期貨及選擇權,,OPESCS,
"IRO05200Q6　欣興股票選擇權,2026/05,履約價520.0,賣權",TWIRO5200Q64,2026/03/19,期貨及選擇權,,OPESCS,
"IRO05200R6　欣興股票選擇權,2026/06,履約價520.0,賣權",TWIRO5200R63,2026/02/25,期貨及選擇權,,OPESCS,
"IRO05200U6　欣興股票選擇權,2026/09,履約價520.0,賣權",TWIRO5200U68,2026/04/16,期貨及選擇權,,OPESCS,
"IRO05300Q6　欣興股票選擇權,2026/05,履約價530.0,賣權",TWIRO5300Q63,2026/03/19,期貨及選擇權,,OPESCS,
"IRO05300R6　欣興股票選擇權,2026/06,履約價530.0,賣權",TWIRO5300R62,2026/04/16,期貨及選擇權,,OPESCS,
"IRO05400Q6　欣興股票選擇權,2026/05,履約價540.0,賣權",TWIRO5400Q62,2026/03/19,期貨及選擇權,,OPESCS,
"IRO05400R6　欣興股票選擇權,2026/06,履約價540.0,賣權",TWIRO5400R61,2026/02/26,期貨及選擇權,,OPESCS,
"IRO05400U6　欣興股票選擇權,2026/09,履約價540.0,賣權",TWIRO5400U66,2026/04/16,期貨及選擇權,,OPESCS,
"IRO05500Q6　欣興股票選擇權,2026/05,履約價550.0,賣權",TWIRO5500Q61,2026/03/19,期貨及選擇權,,OPESCS,
"IRO05500R6　欣興股票選擇權,2026/06,履約價550.0,賣權",TWIRO5500R60,2026/04/16,期貨及選擇權,,OPESCS,
"IRO05600Q6　欣興股票選擇權,2026/05,履約價560.0,賣權",TWIRO5600Q60,2026/03/19,期貨及選擇權,,OPESCS,
"IRO05600R6　欣興股票選擇權,2026/06,履約價560.0,賣權",TWIRO5600R69,2026/03/02,期貨及選擇權,,OPESCS,
"IRO05600U6　欣興股票選擇權,2026/09,履約價560.0,賣權",TWIRO5600U64,2026/04/16,期貨及選擇權,,OPESCS,
"IRO05700Q6　欣興股票選擇權,2026/05,履約價570.0,賣權",TWIRO5700Q69,2026/03/19,期貨及選擇權,,OPESCS,
"IRO05700R6　欣興股票選擇權,2026/06,履約價570.0,賣權",TWIRO5700R68,2026/04/16,期貨及選擇權,,OPESCS,
"IRO05800Q6　欣興股票選擇權,2026/05,履約價580.0,賣權",TWIRO5800Q68,2026/03/19,期貨及選擇權,,OPESCS,
"IRO05800R6　欣興股票選擇權,2026/06,履約價580.0,賣權",TWIRO5800R67,2026/03/16,期貨及選擇權,,OPESCS,
"IRO05800U6　欣興股票選擇權,2026/09,履約價580.0,賣權",TWIRO5800U62,2026/04/16,期貨及選擇權,,OPESCS,
"IRO05900Q6　欣興股票選擇權,2026/05,履約價590.0,賣權",TWIRO5900Q67,2026/03/19,期貨及選擇權,,OPESCS,
"IRO05900R6　欣興股票選擇權,2026/06,履約價590.0,賣權",TWIRO5900R66,2026/04/16,期貨及選擇權,,OPESCS,
"IRO06000Q6　欣興股票選擇權,2026/05,履約價600.0,賣權",TWIRO6000Q64,2026/03/19,期貨及選擇權,,OPESCS,
"IRO06000R6　欣興股票選擇權,2026/06,履約價600.0,賣權",TWIRO6000R63,2026/03/16,期貨及選擇權,,OPESCS,
"IRO06000U6　欣興股票選擇權,2026/09,履約價600.0,賣權",TWIRO6000U68,2026/04/16,期貨及選擇權,,OPESCS,
"IRO06100Q6　欣興股票選擇權,2026/05,履約價610.0,賣權",TWIRO6100Q63,2026/03/19,期貨及選擇權,,OPESCS,
"IRO06100R6　欣興股票選擇權,2026/06,履約價610.0,賣權",TWIRO6100R62,2026/04/16,期貨及選擇權,,OPESCS,
"IRO06200Q6　欣興股票選擇權,2026/05,履約價620.0,賣權",TWIRO6200Q62,2026/03/19,期貨及選擇權,,OPESCS,
"IRO06200R6　欣興股票選擇權,2026/06,履約價620.0,賣權",TWIRO6200R61,2026/03/17,期貨及選擇權,,OPESCS,
"IRO06200U6　欣興股票選擇權,2026/09,履約價620.0,賣權",TWIRO6200U66,2026/04/16,期貨及選擇權,,OPESCS,
"IRO06300Q6　欣興股票選擇權,2026/05,履約價630.0,賣權",TWIRO6300Q61,2026/03/19,期貨及選擇權,,OPESCS,
"IRO06300R6　欣興股票選擇權,2026/06,履約價630.0,賣權",TWIRO6300R60,2026/04/16,期貨及選擇權,,OPESCS,
"IRO06400Q6　欣興股票選擇權,2026/05,履約價640.0,賣權",TWIRO6400Q60,2026/03/19,期貨及選擇權,,OPESCS,
"IRO06400R6　欣興股票選擇權,2026/06,履約價640.0,賣權",TWIRO6400R69,2026/03/17,期貨及選擇權,,OPESCS,
"IRO06400U6　欣興股票選擇權,2026/09,履約價640.0,賣權",TWIRO6400U64,2026/04/16,期貨及選擇權,,OPESCS,
"IRO06500Q6　欣興股票選擇權,2026/05,履約價650.0,賣權",TWIRO6500Q69,2026/03/19,期貨及選擇權,,OPESCS,
"IRO06500R6　欣興股票選擇權,2026/06,履約價650.0,賣權",TWIRO6500R68,2026/04/16,期貨及選擇權,,OPESCS,
"IRO06600Q6　欣興股票選擇權,2026/05,履約價660.0,賣權",TWIRO6600Q68,2026/03/19,期貨及選擇權,,OPESCS,
"IRO06600R6　欣興股票選擇權,2026/06,履約價660.0,賣權",TWIRO6600R67,2026/03/19,期貨及選擇權,,OPESCS,
"IRO06600U6　欣興股票選擇權,2026/09,履約價660.0,賣權",TWIRO6600U62,2026/04/16,期貨及選擇權,,OPESCS,
"IRO06700Q6　欣興股票選擇權,2026/05,履約價670.0,賣權",TWIRO6700Q67,2026/03/19,期貨及選擇權,,OPESCS,
"IRO06700R6　欣興股票選擇權,2026/06,履約價670.0,賣權",TWIRO6700R66,2026/04/16,期貨及選擇權,,OPESCS,
"IRO06800Q6　欣興股票選擇權,2026/05,履約價680.0,賣權",TWIRO6800Q66,2026/04/09,期貨及選擇權,,OPESCS,
"IRO06800R6　欣興股票選擇權,2026/06,履約價680.0,賣權",TWIRO6800R65,2026/03/19,期貨及選擇權,,OPESCS,
"IRO06800U6　欣興股票選擇權,2026/09,履約價680.0,賣權",TWIRO6800U60,2026/04/16,期貨及選擇權,,OPESCS,
"IRO06900Q6　欣興股票選擇權,2026/05,履約價690.0,賣權",TWIRO6900Q65,2026/04/09,期貨及選擇權,,OPESCS,
"IRO06900R6　欣興股票選擇權,2026/06,履約價690.0,賣權",TWIRO6900R64,2026/04/16,期貨及選擇權,,OPESCS,
"IRO07000Q6　欣興股票選擇權,2026/05,履約價700.0,賣權",TWIRO7000Q62,2026/04/09,期貨及選擇權,,OPESCS,
"IRO07000R6　欣興股票選擇權,2026/06,履約價700.0,賣權",TWIRO7000R61,2026/04/09,期貨及選擇權,,OPESCS,
"IRO07000U6　欣興股票選擇權,2026/09,履約價700.0,賣權",TWIRO7000U66,2026/04/16,期貨及選擇權,,OPESCS,
"IRO07100Q6　欣興股票選擇權,2026/05,履約價710.0,賣權",TWIRO7100Q61,2026/04/09,期貨及選擇權,,OPESCS,
"IRO07100R6　欣興股票選擇權,2026/06,履約價710.0,賣權",TWIRO7100R60,2026/04/16,期貨及選擇權,,OPESCS,
"IRO07200Q6　欣興股票選擇權,2026/05,履約價720.0,賣權",TWIRO7200Q60,2026/04/09,期貨及選擇權,,OPESCS,
"IRO07200R6　欣興股票選擇權,2026/06,履約價720.0,賣權",TWIRO7200R69,2026/04/09,期貨及選擇權,,OPESCS,
"IRO07200U6　欣興股票選擇權,2026/09,履約價720.0,賣權",TWIRO7200U64,2026/04/16,期貨及選擇權,,OPESCS,
"IRO07300Q6　欣興股票選擇權,2026/05,履約價730.0,賣權",TWIRO7300Q69,2026/04/13,期貨及選擇權,,OPESCS,
"IRO07300R6　欣興股票選擇權,2026/06,履約價730.0,賣權",TWIRO7300R68,2026/04/17,期貨及選擇權,,OPESCS,
"IRO07400Q6　欣興股票選擇權,2026/05,履約價740.0,賣權",TWIRO7400Q68,2026/04/13,期貨及選擇權,,OPESCS,
"IRO07400R6　欣興股票選擇權,2026/06,履約價740.0,賣權",TWIRO7400R67,2026/04/13,期貨及選擇權,,OPESCS,
"IRO07400U6　欣興股票選擇權,2026/09,履約價740.0,賣權",TWIRO7400U62,2026/04/17,期貨及選擇權,,OPESCS,
"IRO07500Q6　欣興股票選擇權,2026/05,履約價750.0,賣權",TWIRO7500Q67,2026/04/17,期貨及選擇權,,OPESCS,
"IRO07500R6　欣興股票選擇權,2026/06,履約價750.0,賣權",TWIRO7500R66,2026/04/17,期貨及選擇權,,OPESCS,
"IRO07600Q6　欣興股票選擇權,2026/05,履約價760.0,賣權",TWIRO7600Q66,2026/04/21,期貨及選擇權,,OPESCS,
"IRO07600R6　欣興股票選擇權,2026/06,履約價760.0,賣權",TWIRO7600R65,2026/04/21,期貨及選擇權,,OPESCS,
"IRO07600U6　欣興股票選擇權,2026/09,履約價760.0,賣權",TWIRO7600U60,2026/04/17,期貨及選擇權,,OPESCS,
"IRO07700Q6　欣興股票選擇權,2026/05,履約價770.0,賣權",TWIRO7700Q65,2026/04/21,期貨及選擇權,,OPESCS,
"IRO07700R6　欣興股票選擇權,2026/06,履約價770.0,賣權",TWIRO7700R64,2026/04/21,期貨及選擇權,,OPESCS,
"IRO07800Q6　欣興股票選擇權,2026/05,履約價780.0,賣權",TWIRO7800Q64,2026/04/21,期貨及選擇權,,OPESCS,
"IRO07800R6　欣興股票選擇權,2026/06,履約價780.0,賣權",TWIRO7800R63,2026/04/21,期貨及選擇權,,OPESCS,
"IRO07800U6　欣興股票選擇權,2026/09,履約價780.0,賣權",TWIRO7800U68,2026/04/21,期貨及選擇權,,OPESCS,
"IRO07900Q6　欣興股票選擇權,2026/05,履約價790.0,賣權",TWIRO7900Q63,2026/04/22,期貨及選擇權,,OPESCS,
"IRO07900R6　欣興股票選擇權,2026/06,履約價790.0,賣權",TWIRO7900R62,2026/04/22,期貨及選擇權,,OPESCS,
"IRO08000Q6　欣興股票選擇權,2026/05,履約價800.0,賣權",TWIRO8000Q60,2026/04/22,期貨及選擇權,,OPESCS,
"IRO08000R6　欣興股票選擇權,2026/06,履約價800.0,賣權",TWIRO8000R69,2026/04/22,期貨及選擇權,,OPESCS,
"IRO08000U6　欣興股票選擇權,2026/09,履約價800.0,賣權",TWIRO8000U64,2026/04/22,期貨及選擇權,,OPESCS,
"IRO08100Q6　欣興股票選擇權,2026/05,履約價810.0,賣權",TWIRO8100Q69,2026/04/22,期貨及選擇權,,OPESCS,
"IRO08100R6　欣興股票選擇權,2026/06,履約價810.0,賣權",TWIRO8100R68,2026/04/22,期貨及選擇權,,OPESCS,
"IRO08200Q6　欣興股票選擇權,2026/05,履約價820.0,賣權",TWIRO8200Q68,2026/04/22,期貨及選擇權,,OPESCS,
"IRO08200R6　欣興股票選擇權,2026/06,履約價820.0,賣權",TWIRO8200R67,2026/04/22,期貨及選擇權,,OPESCS,
"IRO08200U6　欣興股票選擇權,2026/09,履約價820.0,賣權",TWIRO8200U62,2026/04/22,期貨及選擇權,,OPESCS,
"IRO08300Q6　欣興股票選擇權,2026/05,履約價830.0,賣權",TWIRO8300Q67,2026/04/23,期貨及選擇權,,OPESCS,
"IRO08300R6　欣興股票選擇權,2026/06,履約價830.0,賣權",TWIRO8300R66,2026/04/23,期貨及選擇權,,OPESCS,
"IRO08400Q6　欣興股票選擇權,2026/05,履約價840.0,賣權",TWIRO8400Q66,2026/04/24,期貨及選擇權,,OPESCS,
"IRO08400R6　欣興股票選擇權,2026/06,履約價840.0,賣權",TWIRO8400R65,2026/04/24,期貨及選擇權,,OPESCS,
"IRO08400U6　欣興股票選擇權,2026/09,履約價840.0,賣權",TWIRO8400U60,2026/04/23,期貨及選擇權,,OPESCS,
"IRO08500Q6　欣興股票選擇權,2026/05,履約價850.0,賣權",TWIRO8500Q65,2026/04/27,期貨及選擇權,,OPESCS,
"IRO08500R6　欣興股票選擇權,2026/06,履約價850.0,賣權",TWIRO8500R64,2026/04/27,期貨及選擇權,,OPESCS,
"IRO08600Q6　欣興股票選擇權,2026/05,履約價860.0,賣權",TWIRO8600Q64,2026/04/27,期貨及選擇權,,OPESCS,
"IRO08600R6　欣興股票選擇權,2026/06,履約價860.0,賣權",TWIRO8600R63,2026/04/27,期貨及選擇權,,OPESCS,
"IRO08600U6　欣興股票選擇權,2026/09,履約價860.0,賣權",TWIRO8600U68,2026/04/27,期貨及選擇權,,OPESCS,
"IRO08700Q6　欣興股票選擇權,2026/05,履約價870.0,賣權",TWIRO8700Q63,2026/04/27,期貨及選擇權,,OPESCS,
"IRO08700R6　欣興股票選擇權,2026/06,履約價870.0,賣權",TWIRO8700R62,2026/04/27,期貨及選擇權,,OPESCS,
"IRO08800Q6　欣興股票選擇權,2026/05,履約價880.0,賣權",TWIRO8800Q62,2026/04/27,期貨及選擇權,,OPESCS,
"IRO08800R6　欣興股票選擇權,2026/06,履約價880.0,賣權",TWIRO8800R61,2026/04/27,期貨及選擇權,,OPESCS,
"IRO08800U6　欣興股票選擇權,2026/09,履約價880.0,賣權",TWIRO8800U66,2026/04/27,期貨及選擇權,,OPESCS,
"IRO08900Q6　欣興股票選擇權,2026/05,履約價890.0,賣權",TWIRO8900Q61,2026/04/27,期貨及選擇權,,OPESCS,
"IRO08900R6　欣興股票選擇權,2026/06,履約價890.0,賣權",TWIRO8900R60,2026/04/27,期貨及選擇權,,OPESCS,
"IRO09000Q6　欣興股票選擇權,2026/05,履約價900.0,賣權",TWIRO9000Q68,2026/04/27,期貨及選擇權,,OPESCS,
"IRO09000R6　欣興股票選擇權,2026/06,履約價900.0,賣權",TWIRO9000R67,2026/04/27,期貨及選擇權,,OPESCS,
"IRO09000U6　欣興股票選擇權,2026/09,履約價900.0,賣權",TWIRO9000U62,2026/04/27,期貨及選擇權,,OPESCS,
"IRO09100Q6　欣興股票選擇權,2026/05,履約價910.0,賣權",TWIRO9100Q67,2026/04/27,期貨及選擇權,,OPESCS,
"IRO09100R6　欣興股票選擇權,2026/06,履約價910.0,賣權",TWIRO9100R66,2026/04/27,期貨及選擇權,,OPESCS,
"IRO09200Q6　欣興股票選擇權,2026/05,履約價920.0,賣權",TWIRO9200Q66,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09200R6　欣興股票選擇權,2026/06,履約價920.0,賣權",TWIRO9200R65,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09200U6　欣興股票選擇權,2026/09,履約價920.0,賣權",TWIRO9200U60,2026/04/27,期貨及選擇權,,OPESCS,
"IRO09300Q6　欣興股票選擇權,2026/05,履約價930.0,賣權",TWIRO9300Q65,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09300R6　欣興股票選擇權,2026/06,履約價930.0,賣權",TWIRO9300R64,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09400Q6　欣興股票選擇權,2026/05,履約價940.0,賣權",TWIRO9400Q64,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09400R6　欣興股票選擇權,2026/06,履約價940.0,賣權",TWIRO9400R63,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09400U6　欣興股票選擇權,2026/09,履約價940.0,賣權",TWIRO9400U68,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09500Q6　欣興股票選擇權,2026/05,履約價950.0,賣權",TWIRO9500Q63,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09500R6　欣興股票選擇權,2026/06,履約價950.0,賣權",TWIRO9500R62,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09600Q6　欣興股票選擇權,2026/05,履約價960.0,賣權",TWIRO9600Q62,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09600R6　欣興股票選擇權,2026/06,履約價960.0,賣權",TWIRO9600R61,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09600U6　欣興股票選擇權,2026/09,履約價960.0,賣權",TWIRO9600U66,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09700Q6　欣興股票選擇權,2026/05,履約價970.0,賣權",TWIRO9700Q61,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09700R6　欣興股票選擇權,2026/06,履約價970.0,賣權",TWIRO9700R60,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09800Q6　欣興股票選擇權,2026/05,履約價980.0,賣權",TWIRO9800Q60,2026/05/04,期貨及選擇權,,OPESCS,
"IRO09800R6　欣興股票選擇權,2026/06,履約價980.0,賣權",TWIRO9800R69,2026/05/04,期貨及選擇權,,OPESCS,
"IRO09800U6　欣興股票選擇權,2026/09,履約價980.0,賣權",TWIRO9800U64,2026/04/28,期貨及選擇權,,OPESCS,
"IRO09900Q6　欣興股票選擇權,2026/05,履約價990.0,賣權",TWIRO9900Q69,2026/05/04,期貨及選擇權,,OPESCS,
"IRO09900R6　欣興股票選擇權,2026/06,履約價990.0,賣權",TWIRO9900R68,2026/05/04,期貨及選擇權,,OPESCS,
"IRO10000Q6　欣興股票選擇權,2026/05,履約價1000.0,賣權",TWIRO000AQ62,2026/05/04,期貨及選擇權,,OPESCS,
"IRO10000R6　欣興股票選擇權,2026/06,履約價1000.0,賣權",TWIRO000AR61,2026/05/04,期貨及選擇權,,OPESCS,
"IRO10000U6　欣興股票選擇權,2026/09,履約價1000.0,賣權",TWIRO000AU66,2026/05/04,期貨及選擇權,,OPESCS,
"IRO10200Q6　欣興股票選擇權,2026/05,履約價1020.0,賣權",TWIRO020AQ68,2026/05/04,期貨及選擇權,,OPESCS,
"IRO10200R6　欣興股票選擇權,2026/06,履約價1020.0,賣權",TWIRO020AR67,2026/05/04,期貨及選擇權,,OPESCS,
"IRO10400Q6　欣興股票選擇權,2026/05,履約價1040.0,賣權",TWIRO040AQ64,2026/05/05,期貨及選擇權,,OPESCS,
"IRO10400R6　欣興股票選擇權,2026/06,履約價1040.0,賣權",TWIRO040AR63,2026/05/05,期貨及選擇權,,OPESCS,
"IRO10600Q6　欣興股票選擇權,2026/05,履約價1060.0,賣權",TWIRO060AQ69,2026/05/05,期貨及選擇權,,OPESCS,
"IRO10600R6　欣興股票選擇權,2026/06,履約價1060.0,賣權",TWIRO060AR68,2026/05/05,期貨及選擇權,,OPESCS,
"IRO11000U6　欣興股票選擇權,2026/09,履約價1100.0,賣權",TWIRO100AU65,2026/05/04,期貨及選擇權,,OPESCS,
"OZO02400R6　日月光投控選擇權,2026/06,履約價240.0,賣權",TWOZO2400R60,2026/01/22,期貨及選擇權,,OPESCS,
"OZO02500R6　日月光投控選擇權,2026/06,履約價250.0,賣權",TWOZO2500R69,2026/01/22,期貨及選擇權,,OPESCS,
"OZO02600R6　日月光投控選擇權,2026/06,履約價260.0,賣權",TWOZO2600R68,2026/01/22,期貨及選擇權,,OPESCS,
"OZO02700Q6　日月光投控選擇權,2026/05,履約價270.0,賣權",TWOZO2700Q68,2026/04/01,期貨及選擇權,,OPESCS,
"OZO02800Q6　日月光投控選擇權,2026/05,履約價280.0,賣權",TWOZO2800Q67,2026/03/24,期貨及選擇權,,OPESCS,
"OZO02800R6　日月光投控選擇權,2026/06,履約價280.0,賣權",TWOZO2800R66,2026/01/22,期貨及選擇權,,OPESCS,
"OZO02900Q6　日月光投控選擇權,2026/05,履約價290.0,賣權",TWOZO2900Q66,2026/03/20,期貨及選擇權,,OPESCS,
"OZO03000Q6　日月光投控選擇權,2026/05,履約價300.0,賣權",TWOZO3000Q63,2026/03/19,期貨及選擇權,,OPESCS,
"OZO03000R6　日月光投控選擇權,2026/06,履約價300.0,賣權",TWOZO3000R62,2026/01/22,期貨及選擇權,,OPESCS,
"OZO03100Q6　日月光投控選擇權,2026/05,履約價310.0,賣權",TWOZO3100Q62,2026/03/19,期貨及選擇權,,OPESCS,
"OZO03200Q6　日月光投控選擇權,2026/05,履約價320.0,賣權",TWOZO3200Q61,2026/03/19,期貨及選擇權,,OPESCS,
"OZO03200R6　日月光投控選擇權,2026/06,履約價320.0,賣權",TWOZO3200R60,2026/01/22,期貨及選擇權,,OPESCS,
"OZO03300Q6　日月光投控選擇權,2026/05,履約價330.0,賣權",TWOZO3300Q60,2026/03/19,期貨及選擇權,,OPESCS,
"OZO03400Q6　日月光投控選擇權,2026/05,履約價340.0,賣權",TWOZO3400Q69,2026/03/19,期貨及選擇權,,OPESCS,
"OZO03400R6　日月光投控選擇權,2026/06,履約價340.0,賣權",TWOZO3400R68,2026/01/22,期貨及選擇權,,OPESCS,
"OZO03500Q6　日月光投控選擇權,2026/05,履約價350.0,賣權",TWOZO3500Q68,2026/03/19,期貨及選擇權,,OPESCS,
"OZO03600Q6　日月光投控選擇權,2026/05,履約價360.0,賣權",TWOZO3600Q67,2026/03/19,期貨及選擇權,,OPESCS,
"OZO03600R6　日月光投控選擇權,2026/06,履約價360.0,賣權",TWOZO3600R66,2026/01/23,期貨及選擇權,,OPESCS,
"OZO03600U6　日月光投控選擇權,2026/09,履約價360.0,賣權",TWOZO3600U61,2026/04/16,期貨及選擇權,,OPESCS,
"OZO03700Q6　日月光投控選擇權,2026/05,履約價370.0,賣權",TWOZO3700Q66,2026/03/19,期貨及選擇權,,OPESCS,
"OZO03700R6　日月光投控選擇權,2026/06,履約價370.0,賣權",TWOZO3700R65,2026/04/16,期貨及選擇權,,OPESCS,
"OZO03800Q6　日月光投控選擇權,2026/05,履約價380.0,賣權",TWOZO3800Q65,2026/03/19,期貨及選擇權,,OPESCS,
"OZO03800R6　日月光投控選擇權,2026/06,履約價380.0,賣權",TWOZO3800R64,2026/01/29,期貨及選擇權,,OPESCS,
"OZO03800U6　日月光投控選擇權,2026/09,履約價380.0,賣權",TWOZO3800U69,2026/04/16,期貨及選擇權,,OPESCS,
"OZO03900Q6　日月光投控選擇權,2026/05,履約價390.0,賣權",TWOZO3900Q64,2026/03/19,期貨及選擇權,,OPESCS,
"OZO03900R6　日月光投控選擇權,2026/06,履約價390.0,賣權",TWOZO3900R63,2026/04/16,期貨及選擇權,,OPESCS,
"OZO04000Q6　日月光投控選擇權,2026/05,履約價400.0,賣權",TWOZO4000Q61,2026/03/19,期貨及選擇權,,OPESCS,
