有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
"DQO00250F6　群創股票選擇權,2026/06,履約價25.0,買權",TWDQO0250F63,2026/01/22,期貨及選擇權,,OCESCS,
"DQO00250I6　群創股票選擇權,2026/09,履約價25.0,買權",TWDQO0250I60,2026/04/16,期貨及選擇權,,OCESCS,
"DQO00255E6　群創股票選擇權,2026/05,履約價25.5,買權",TWDQO0255E69,2026/03/19,期貨及選擇權,,OCESCS,
"DQO00255F6　群創股票選擇權,2026/06,履約價25.5,買權",TWDQO0255F68,2026/04/16,期貨及選擇權,,OCESCS,
"DQO00260E6　群創股票選擇權,2026/05,履約價26.0,買權",TWDQO0260E62,2026/03/19,期貨及選擇權,,OCESCS,
"DQO00260F6　群創股票選擇權,2026/06,履約價26.0,買權",TWDQO0260F61,2026/01/22,期貨及選擇權,,OCESCS,
"DQO00260I6　群創股票選擇權,2026/09,履約價26.0,買權",TWDQO0260I68,2026/04/16,期貨及選擇權,,OCESCS,
"DQO00270E6　群創股票選擇權,2026/05,履約價27.0,買權",TWDQO0270E60,2026/03/19,期貨及選擇權,,OCESCS,
"DQO00270F6　群創股票選擇權,2026/06,履約價27.0,買權",TWDQO0270F69,2026/04/16,期貨及選擇權,,OCESCS,
"DQO00280E6　群創股票選擇權,2026/05,履約價28.0,買權",TWDQO0280E68,2026/03/19,期貨及選擇權,,OCESCS,
"DQO00280F6　群創股票選擇權,2026/06,履約價28.0,買權",TWDQO0280F67,2026/01/22,期貨及選擇權,,OCESCS,
"DQO00280I6　群創股票選擇權,2026/09,履約價28.0,買權",TWDQO0280I64,2026/04/16,期貨及選擇權,,OCESCS,
"DQO00290E6　群創股票選擇權,2026/05,履約價29.0,買權",TWDQO0290E66,2026/03/19,期貨及選擇權,,OCESCS,
"DQO00290F6　群創股票選擇權,2026/06,履約價29.0,買權",TWDQO0290F65,2026/04/16,期貨及選擇權,,OCESCS,
"DQO00300E6　群創股票選擇權,2026/05,履約價30.0,買權",TWDQO0300E64,2026/03/19,期貨及選擇權,,OCESCS,
"DQO00300F6　群創股票選擇權,2026/06,履約價30.0,買權",TWDQO0300F63,2026/01/22,期貨及選擇權,,OCESCS,
"DQO00300I6　群創股票選擇權,2026/09,履約價30.0,買權",TWDQO0300I60,2026/04/16,期貨及選擇權,,OCESCS,
"DQO00310E6　群創股票選擇權,2026/05,履約價31.0,買權",TWDQO0310E62,2026/03/19,期貨及選擇權,,OCESCS,
"DQO00310F6　群創股票選擇權,2026/06,履約價31.0,買權",TWDQO0310F61,2026/04/16,期貨及選擇權,,OCESCS,
"DQO00320E6　群創股票選擇權,2026/05,履約價32.0,買權",TWDQO0320E60,2026/03/19,期貨及選擇權,,OCESCS,
"DQO00320F6　群創股票選擇權,2026/06,履約價32.0,買權",TWDQO0320F69,2026/01/22,期貨及選擇權,,OCESCS,
"DQO00320I6　群創股票選擇權,2026/09,履約價32.0,買權",TWDQO0320I66,2026/04/16,期貨及選擇權,,OCESCS,
"DQO00330E6　群創股票選擇權,2026/05,履約價33.0,買權",TWDQO0330E68,2026/03/19,期貨及選擇權,,OCESCS,
"DQO00330F6　群創股票選擇權,2026/06,履約價33.0,買權",TWDQO0330F67,2026/05/07,期貨及選擇權,,OCESCS,
"DQO00340E6　群創股票選擇權,2026/05,履約價34.0,買權",TWDQO0340E66,2026/05/08,期貨及選擇權,,OCESCS,
"DQO00340F6　群創股票選擇權,2026/06,履約價34.0,買權",TWDQO0340F65,2026/03/03,期貨及選擇權,,OCESCS,
"DQO00340I6　群創股票選擇權,2026/09,履約價34.0,買權",TWDQO0340I62,2026/05/07,期貨及選擇權,,OCESCS,
"DQO00350E6　群創股票選擇權,2026/05,履約價35.0,買權",TWDQO0350E63,2026/05/08,期貨及選擇權,,OCESCS,
"DQO00350F6　群創股票選擇權,2026/06,履約價35.0,買權",TWDQO0350F62,2026/05/08,期貨及選擇權,,OCESCS,
"DQO00360F6　群創股票選擇權,2026/06,履約價36.0,買權",TWDQO0360F60,2026/03/12,期貨及選擇權,,OCESCS,
"DQO00360I6　群創股票選擇權,2026/09,履約價36.0,買權",TWDQO0360I67,2026/05/08,期貨及選擇權,,OCESCS,
"DQO00380F6　群創股票選擇權,2026/06,履約價38.0,買權",TWDQO0380F66,2026/03/13,期貨及選擇權,,OCESCS,
"DSO00210F6　宏碁股票選擇權,2026/06,履約價21.0,買權",TWDSO0210F60,2026/01/28,期貨及選擇權,,OCESCS,
"DSO00220F6　宏碁股票選擇權,2026/06,履約價22.0,買權",TWDSO0220F68,2026/01/22,期貨及選擇權,,OCESCS,
"DSO00225E6　宏碁股票選擇權,2026/05,履約價22.5,買權",TWDSO0225E64,2026/03/24,期貨及選擇權,,OCESCS,
"DSO00230E6　宏碁股票選擇權,2026/05,履約價23.0,買權",TWDSO0230E67,2026/03/24,期貨及選擇權,,OCESCS,
"DSO00230F6　宏碁股票選擇權,2026/06,履約價23.0,買權",TWDSO0230F66,2026/01/22,期貨及選擇權,,OCESCS,
"DSO00230I6　宏碁股票選擇權,2026/09,履約價23.0,買權",TWDSO0230I63,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00235E6　宏碁股票選擇權,2026/05,履約價23.5,買權",TWDSO0235E62,2026/03/23,期貨及選擇權,,OCESCS,
"DSO00235F6　宏碁股票選擇權,2026/06,履約價23.5,買權",TWDSO0235F61,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00240E6　宏碁股票選擇權,2026/05,履約價24.0,買權",TWDSO0240E65,2026/03/20,期貨及選擇權,,OCESCS,
"DSO00240F6　宏碁股票選擇權,2026/06,履約價24.0,買權",TWDSO0240F64,2026/01/22,期貨及選擇權,,OCESCS,
"DSO00240I6　宏碁股票選擇權,2026/09,履約價24.0,買權",TWDSO0240I61,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00245E6　宏碁股票選擇權,2026/05,履約價24.5,買權",TWDSO0245E60,2026/03/19,期貨及選擇權,,OCESCS,
"DSO00245F6　宏碁股票選擇權,2026/06,履約價24.5,買權",TWDSO0245F69,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00250E6　宏碁股票選擇權,2026/05,履約價25.0,買權",TWDSO0250E62,2026/03/19,期貨及選擇權,,OCESCS,
"DSO00250F6　宏碁股票選擇權,2026/06,履約價25.0,買權",TWDSO0250F61,2026/01/22,期貨及選擇權,,OCESCS,
"DSO00250I6　宏碁股票選擇權,2026/09,履約價25.0,買權",TWDSO0250I68,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00255E6　宏碁股票選擇權,2026/05,履約價25.5,買權",TWDSO0255E67,2026/03/19,期貨及選擇權,,OCESCS,
"DSO00255F6　宏碁股票選擇權,2026/06,履約價25.5,買權",TWDSO0255F66,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00260E6　宏碁股票選擇權,2026/05,履約價26.0,買權",TWDSO0260E60,2026/03/19,期貨及選擇權,,OCESCS,
"DSO00260F6　宏碁股票選擇權,2026/06,履約價26.0,買權",TWDSO0260F69,2026/01/22,期貨及選擇權,,OCESCS,
"DSO00260I6　宏碁股票選擇權,2026/09,履約價26.0,買權",TWDSO0260I66,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00270E6　宏碁股票選擇權,2026/05,履約價27.0,買權",TWDSO0270E68,2026/03/19,期貨及選擇權,,OCESCS,
"DSO00270F6　宏碁股票選擇權,2026/06,履約價27.0,買權",TWDSO0270F67,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00280E6　宏碁股票選擇權,2026/05,履約價28.0,買權",TWDSO0280E66,2026/03/19,期貨及選擇權,,OCESCS,
"DSO00280F6　宏碁股票選擇權,2026/06,履約價28.0,買權",TWDSO0280F65,2026/01/22,期貨及選擇權,,OCESCS,
"DSO00280I6　宏碁股票選擇權,2026/09,履約價28.0,買權",TWDSO0280I62,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00290E6　宏碁股票選擇權,2026/05,履約價29.0,買權",TWDSO0290E64,2026/03/19,期貨及選擇權,,OCESCS,
"DSO00290F6　宏碁股票選擇權,2026/06,履約價29.0,買權",TWDSO0290F63,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00300E6　宏碁股票選擇權,2026/05,履約價30.0,買權",TWDSO0300E62,2026/03/19,期貨及選擇權,,OCESCS,
"DSO00300F6　宏碁股票選擇權,2026/06,履約價30.0,買權",TWDSO0300F61,2026/01/22,期貨及選擇權,,OCESCS,
"DSO00300I6　宏碁股票選擇權,2026/09,履約價30.0,買權",TWDSO0300I68,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00310E6　宏碁股票選擇權,2026/05,履約價31.0,買權",TWDSO0310E60,2026/03/19,期貨及選擇權,,OCESCS,
"DSO00310F6　宏碁股票選擇權,2026/06,履約價31.0,買權",TWDSO0310F69,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00320E6　宏碁股票選擇權,2026/05,履約價32.0,買權",TWDSO0320E68,2026/03/19,期貨及選擇權,,OCESCS,
"DSO00320F6　宏碁股票選擇權,2026/06,履約價32.0,買權",TWDSO0320F67,2026/01/22,期貨及選擇權,,OCESCS,
"DSO00320I6　宏碁股票選擇權,2026/09,履約價32.0,買權",TWDSO0320I64,2026/04/16,期貨及選擇權,,OCESCS,
"DSO00330E6　宏碁股票選擇權,2026/05,履約價33.0,買權",TWDSO0330E66,2026/03/19,期貨及選擇權,,OCESCS,
"DSO00330F6　宏碁股票選擇權,2026/06,履約價33.0,買權",TWDSO0330F65,2026/04/17,期貨及選擇權,,OCESCS,
"DSO00340E6　宏碁股票選擇權,2026/05,履約價34.0,買權",TWDSO0340E64,2026/03/19,期貨及選擇權,,OCESCS,
"DSO00340F6　宏碁股票選擇權,2026/06,履約價34.0,買權",TWDSO0340F63,2026/03/13,期貨及選擇權,,OCESCS,
"DSO00340I6　宏碁股票選擇權,2026/09,履約價34.0,買權",TWDSO0340I60,2026/04/17,期貨及選擇權,,OCESCS,
"DVO12000F6　聯發科股票選擇權,2026/06,履約價1200.0,買權",TWDVO200AF66,2026/01/22,期貨及選擇權,,OCESCS,
"DVO12400E6　聯發科股票選擇權,2026/05,履約價1240.0,買權",TWDVO240AE69,2026/04/02,期貨及選擇權,,OCESCS,
"DVO12600E6　聯發科股票選擇權,2026/05,履約價1260.0,買權",TWDVO260AE64,2026/04/01,期貨及選擇權,,OCESCS,
"DVO12800E6　聯發科股票選擇權,2026/05,履約價1280.0,買權",TWDVO280AE60,2026/03/31,期貨及選擇權,,OCESCS,
"DVO13000E6　聯發科股票選擇權,2026/05,履約價1300.0,買權",TWDVO300AE66,2026/03/31,期貨及選擇權,,OCESCS,
"DVO13000F6　聯發科股票選擇權,2026/06,履約價1300.0,買權",TWDVO300AF65,2026/01/22,期貨及選擇權,,OCESCS,
"DVO13200E6　聯發科股票選擇權,2026/05,履約價1320.0,買權",TWDVO320AE62,2026/03/31,期貨及選擇權,,OCESCS,
"DVO13400E6　聯發科股票選擇權,2026/05,履約價1340.0,買權",TWDVO340AE68,2026/03/27,期貨及選擇權,,OCESCS,
"DVO13600E6　聯發科股票選擇權,2026/05,履約價1360.0,買權",TWDVO360AE63,2026/03/25,期貨及選擇權,,OCESCS,
"DVO13800E6　聯發科股票選擇權,2026/05,履約價1380.0,買權",TWDVO380AE69,2026/03/24,期貨及選擇權,,OCESCS,
"DVO14000E6　聯發科股票選擇權,2026/05,履約價1400.0,買權",TWDVO400AE65,2026/03/24,期貨及選擇權,,OCESCS,
"DVO14000F6　聯發科股票選擇權,2026/06,履約價1400.0,買權",TWDVO400AF64,2026/01/22,期貨及選擇權,,OCESCS,
"DVO14200E6　聯發科股票選擇權,2026/05,履約價1420.0,買權",TWDVO420AE61,2026/03/20,期貨及選擇權,,OCESCS,
"DVO14400E6　聯發科股票選擇權,2026/05,履約價1440.0,買權",TWDVO440AE67,2026/03/20,期貨及選擇權,,OCESCS,
"DVO14600E6　聯發科股票選擇權,2026/05,履約價1460.0,買權",TWDVO460AE62,2026/03/19,期貨及選擇權,,OCESCS,
"DVO14800E6　聯發科股票選擇權,2026/05,履約價1480.0,買權",TWDVO480AE68,2026/03/19,期貨及選擇權,,OCESCS,
"DVO15000E6　聯發科股票選擇權,2026/05,履約價1500.0,買權",TWDVO500AE64,2026/03/19,期貨及選擇權,,OCESCS,
"DVO15000F6　聯發科股票選擇權,2026/06,履約價1500.0,買權",TWDVO500AF63,2026/01/22,期貨及選擇權,,OCESCS,
"DVO15000I6　聯發科股票選擇權,2026/09,履約價1500.0,買權",TWDVO500AI60,2026/04/16,期貨及選擇權,,OCESCS,
"DVO15200E6　聯發科股票選擇權,2026/05,履約價1520.0,買權",TWDVO520AE60,2026/03/19,期貨及選擇權,,OCESCS,
"DVO15200F6　聯發科股票選擇權,2026/06,履約價1520.0,買權",TWDVO520AF69,2026/04/16,期貨及選擇權,,OCESCS,
"DVO15400E6　聯發科股票選擇權,2026/05,履約價1540.0,買權",TWDVO540AE66,2026/03/19,期貨及選擇權,,OCESCS,
"DVO15400F6　聯發科股票選擇權,2026/06,履約價1540.0,買權",TWDVO540AF65,2026/04/16,期貨及選擇權,,OCESCS,
"DVO15600E6　聯發科股票選擇權,2026/05,履約價1560.0,買權",TWDVO560AE61,2026/03/19,期貨及選擇權,,OCESCS,
"DVO15600F6　聯發科股票選擇權,2026/06,履約價1560.0,買權",TWDVO560AF60,2026/04/16,期貨及選擇權,,OCESCS,
"DVO15800E6　聯發科股票選擇權,2026/05,履約價1580.0,買權",TWDVO580AE67,2026/03/19,期貨及選擇權,,OCESCS,
"DVO15800F6　聯發科股票選擇權,2026/06,履約價1580.0,買權",TWDVO580AF66,2026/04/16,期貨及選擇權,,OCESCS,
"DVO16000E6　聯發科股票選擇權,2026/05,履約價1600.0,買權",TWDVO600AE63,2026/03/19,期貨及選擇權,,OCESCS,
"DVO16000F6　聯發科股票選擇權,2026/06,履約價1600.0,買權",TWDVO600AF62,2026/01/22,期貨及選擇權,,OCESCS,
"DVO16000I6　聯發科股票選擇權,2026/09,履約價1600.0,買權",TWDVO600AI69,2026/04/16,期貨及選擇權,,OCESCS,
"DVO16200E6　聯發科股票選擇權,2026/05,履約價1620.0,買權",TWDVO620AE69,2026/03/19,期貨及選擇權,,OCESCS,
"DVO16200F6　聯發科股票選擇權,2026/06,履約價1620.0,買權",TWDVO620AF68,2026/04/16,期貨及選擇權,,OCESCS,
"DVO16400E6　聯發科股票選擇權,2026/05,履約價1640.0,買權",TWDVO640AE65,2026/03/19,期貨及選擇權,,OCESCS,
"DVO16400F6　聯發科股票選擇權,2026/06,履約價1640.0,買權",TWDVO640AF64,2026/04/16,期貨及選擇權,,OCESCS,
"DVO16600E6　聯發科股票選擇權,2026/05,履約價1660.0,買權",TWDVO660AE60,2026/03/19,期貨及選擇權,,OCESCS,
"DVO16600F6　聯發科股票選擇權,2026/06,履約價1660.0,買權",TWDVO660AF69,2026/04/16,期貨及選擇權,,OCESCS,
"DVO16800E6　聯發科股票選擇權,2026/05,履約價1680.0,買權",TWDVO680AE66,2026/03/19,期貨及選擇權,,OCESCS,
"DVO16800F6　聯發科股票選擇權,2026/06,履約價1680.0,買權",TWDVO680AF65,2026/04/16,期貨及選擇權,,OCESCS,
"DVO17000E6　聯發科股票選擇權,2026/05,履約價1700.0,買權",TWDVO700AE62,2026/03/19,期貨及選擇權,,OCESCS,
"DVO17000F6　聯發科股票選擇權,2026/06,履約價1700.0,買權",TWDVO700AF61,2026/01/22,期貨及選擇權,,OCESCS,
"DVO17000I6　聯發科股票選擇權,2026/09,履約價1700.0,買權",TWDVO700AI68,2026/04/16,期貨及選擇權,,OCESCS,
"DVO17200E6　聯發科股票選擇權,2026/05,履約價1720.0,買權",TWDVO720AE68,2026/03/19,期貨及選擇權,,OCESCS,
"DVO17200F6　聯發科股票選擇權,2026/06,履約價1720.0,買權",TWDVO720AF67,2026/04/16,期貨及選擇權,,OCESCS,
"DVO17400E6　聯發科股票選擇權,2026/05,履約價1740.0,買權",TWDVO740AE64,2026/03/19,期貨及選擇權,,OCESCS,
"DVO17400F6　聯發科股票選擇權,2026/06,履約價1740.0,買權",TWDVO740AF63,2026/04/16,期貨及選擇權,,OCESCS,
"DVO17600E6　聯發科股票選擇權,2026/05,履約價1760.0,買權",TWDVO760AE69,2026/03/19,期貨及選擇權,,OCESCS,
"DVO17600F6　聯發科股票選擇權,2026/06,履約價1760.0,買權",TWDVO760AF68,2026/04/16,期貨及選擇權,,OCESCS,
"DVO17800E6　聯發科股票選擇權,2026/05,履約價1780.0,買權",TWDVO780AE65,2026/03/19,期貨及選擇權,,OCESCS,
"DVO17800F6　聯發科股票選擇權,2026/06,履約價1780.0,買權",TWDVO780AF64,2026/04/16,期貨及選擇權,,OCESCS,
"DVO18000E6　聯發科股票選擇權,2026/05,履約價1800.0,買權",TWDVO800AE61,2026/03/19,期貨及選擇權,,OCESCS,
"DVO18000F6　聯發科股票選擇權,2026/06,履約價1800.0,買權",TWDVO800AF60,2026/01/23,期貨及選擇權,,OCESCS,
"DVO18000I6　聯發科股票選擇權,2026/09,履約價1800.0,買權",TWDVO800AI67,2026/04/16,期貨及選擇權,,OCESCS,
"DVO18200E6　聯發科股票選擇權,2026/05,履約價1820.0,買權",TWDVO820AE67,2026/03/19,期貨及選擇權,,OCESCS,
"DVO18200F6　聯發科股票選擇權,2026/06,履約價1820.0,買權",TWDVO820AF66,2026/04/16,期貨及選擇權,,OCESCS,
"DVO18400E6　聯發科股票選擇權,2026/05,履約價1840.0,買權",TWDVO840AE63,2026/03/19,期貨及選擇權,,OCESCS,
"DVO18400F6　聯發科股票選擇權,2026/06,履約價1840.0,買權",TWDVO840AF62,2026/04/16,期貨及選擇權,,OCESCS,
"DVO18600E6　聯發科股票選擇權,2026/05,履約價1860.0,買權",TWDVO860AE68,2026/03/19,期貨及選擇權,,OCESCS,
"DVO18600F6　聯發科股票選擇權,2026/06,履約價1860.0,買權",TWDVO860AF67,2026/04/16,期貨及選擇權,,OCESCS,
"DVO18800E6　聯發科股票選擇權,2026/05,履約價1880.0,買權",TWDVO880AE64,2026/03/19,期貨及選擇權,,OCESCS,
"DVO18800F6　聯發科股票選擇權,2026/06,履約價1880.0,買權",TWDVO880AF63,2026/04/16,期貨及選擇權,,OCESCS,
"DVO19000E6　聯發科股票選擇權,2026/05,履約價1900.0,買權",TWDVO900AE60,2026/03/19,期貨及選擇權,,OCESCS,
"DVO19000F6　聯發科股票選擇權,2026/06,履約價1900.0,買權",TWDVO900AF69,2026/01/26,期貨及選擇權,,OCESCS,
"DVO19000I6　聯發科股票選擇權,2026/09,履約價1900.0,買權",TWDVO900AI66,2026/04/16,期貨及選擇權,,OCESCS,
"DVO19200E6　聯發科股票選擇權,2026/05,履約價1920.0,買權",TWDVO920AE66,2026/03/19,期貨及選擇權,,OCESCS,
"DVO19200F6　聯發科股票選擇權,2026/06,履約價1920.0,買權",TWDVO920AF65,2026/04/16,期貨及選擇權,,OCESCS,
"DVO19400E6　聯發科股票選擇權,2026/05,履約價1940.0,買權",TWDVO940AE62,2026/03/19,期貨及選擇權,,OCESCS,
"DVO19400F6　聯發科股票選擇權,2026/06,履約價1940.0,買權",TWDVO940AF61,2026/04/16,期貨及選擇權,,OCESCS,
"DVO19600E6　聯發科股票選擇權,2026/05,履約價1960.0,買權",TWDVO960AE67,2026/03/19,期貨及選擇權,,OCESCS,
"DVO19600F6　聯發科股票選擇權,2026/06,履約價1960.0,買權",TWDVO960AF66,2026/04/16,期貨及選擇權,,OCESCS,
"DVO19800E6　聯發科股票選擇權,2026/05,履約價1980.0,買權",TWDVO980AE63,2026/03/19,期貨及選擇權,,OCESCS,
"DVO19800F6　聯發科股票選擇權,2026/06,履約價1980.0,買權",TWDVO980AF62,2026/04/16,期貨及選擇權,,OCESCS,
"DVO20000E6　聯發科股票選擇權,2026/05,履約價2000.0,買權",TWDVO000BE68,2026/03/19,期貨及選擇權,,OCESCS,
"DVO20000F6　聯發科股票選擇權,2026/06,履約價2000.0,買權",TWDVO000BF67,2026/01/27,期貨及選擇權,,OCESCS,
"DVO20000I6　聯發科股票選擇權,2026/09,履約價2000.0,買權",TWDVO000BI64,2026/04/16,期貨及選擇權,,OCESCS,
"DVO20500E6　聯發科股票選擇權,2026/05,履約價2050.0,買權",TWDVO050BE67,2026/04/16,期貨及選擇權,,OCESCS,
"DVO20500F6　聯發科股票選擇權,2026/06,履約價2050.0,買權",TWDVO050BF66,2026/04/16,期貨及選擇權,,OCESCS,
"DVO21000E6　聯發科股票選擇權,2026/05,履約價2100.0,買權",TWDVO100BE67,2026/04/16,期貨及選擇權,,OCESCS,
"DVO21000F6　聯發科股票選擇權,2026/06,履約價2100.0,買權",TWDVO100BF66,2026/01/27,期貨及選擇權,,OCESCS,
"DVO21000I6　聯發科股票選擇權,2026/09,履約價2100.0,買權",TWDVO100BI63,2026/04/16,期貨及選擇權,,OCESCS,
"DVO21500E6　聯發科股票選擇權,2026/05,履約價2150.0,買權",TWDVO150BE66,2026/04/17,期貨及選擇權,,OCESCS,
"DVO21500EL　聯發科股票選擇權,2026/05,履約價2150.0,買權",TWDVO150BEL6,2026/04/30,期貨及選擇權,,OCESCS,
"DVO21500F6　聯發科股票選擇權,2026/06,履約價2150.0,買權",TWDVO150BF65,2026/04/17,期貨及選擇權,,OCESCS,
"DVO22000E6　聯發科股票選擇權,2026/05,履約價2200.0,買權",TWDVO200BE66,2026/04/17,期貨及選擇權,,OCESCS,
"DVO22000EL　聯發科股票選擇權,2026/05,履約價2200.0,買權",TWDVO200BEL9,2026/04/29,期貨及選擇權,,OCESCS,
"DVO22000F6　聯發科股票選擇權,2026/06,履約價2200.0,買權",TWDVO200BF65,2026/02/10,期貨及選擇權,,OCESCS,
"DVO22000I6　聯發科股票選擇權,2026/09,履約價2200.0,買權",TWDVO200BI62,2026/04/17,期貨及選擇權,,OCESCS,
"DVO22500E6　聯發科股票選擇權,2026/05,履約價2250.0,買權",TWDVO250BE65,2026/04/20,期貨及選擇權,,OCESCS,
"DVO22500EL　聯發科股票選擇權,2026/05,履約價2250.0,買權",TWDVO250BEL4,2026/04/29,期貨及選擇權,,OCESCS,
"DVO22500F6　聯發科股票選擇權,2026/06,履約價2250.0,買權",TWDVO250BF64,2026/04/20,期貨及選擇權,,OCESCS,
"DVO23000E6　聯發科股票選擇權,2026/05,履約價2300.0,買權",TWDVO300BE65,2026/04/22,期貨及選擇權,,OCESCS,
"DVO23000EL　聯發科股票選擇權,2026/05,履約價2300.0,買權",TWDVO300BEL7,2026/04/29,期貨及選擇權,,OCESCS,
"DVO23000F6　聯發科股票選擇權,2026/06,履約價2300.0,買權",TWDVO300BF64,2026/03/02,期貨及選擇權,,OCESCS,
"DVO23000I6　聯發科股票選擇權,2026/09,履約價2300.0,買權",TWDVO300BI61,2026/04/20,期貨及選擇權,,OCESCS,
"DVO23500E6　聯發科股票選擇權,2026/05,履約價2350.0,買權",TWDVO350BE64,2026/04/22,期貨及選擇權,,OCESCS,
"DVO23500EL　聯發科股票選擇權,2026/05,履約價2350.0,買權",TWDVO350BEL2,2026/04/29,期貨及選擇權,,OCESCS,
"DVO23500F6　聯發科股票選擇權,2026/06,履約價2350.0,買權",TWDVO350BF63,2026/04/22,期貨及選擇權,,OCESCS,
"DVO24000E6　聯發科股票選擇權,2026/05,履約價2400.0,買權",TWDVO400BE64,2026/04/22,期貨及選擇權,,OCESCS,
"DVO24000EL　聯發科股票選擇權,2026/05,履約價2400.0,買權",TWDVO400BEL5,2026/04/29,期貨及選擇權,,OCESCS,
"DVO24000F6　聯發科股票選擇權,2026/06,履約價2400.0,買權",TWDVO400BF63,2026/04/22,期貨及選擇權,,OCESCS,
"DVO24000I6　聯發科股票選擇權,2026/09,履約價2400.0,買權",TWDVO400BI60,2026/04/22,期貨及選擇權,,OCESCS,
"DVO24500E6　聯發科股票選擇權,2026/05,履約價2450.0,買權",TWDVO450BE63,2026/04/22,期貨及選擇權,,OCESCS,
"DVO24500EL　聯發科股票選擇權,2026/05,履約價2450.0,買權",TWDVO450BEL0,2026/04/29,期貨及選擇權,,OCESCS,
"DVO24500F6　聯發科股票選擇權,2026/06,履約價2450.0,買權",TWDVO450BF62,2026/04/22,期貨及選擇權,,OCESCS,
"DVO25000E6　聯發科股票選擇權,2026/05,履約價2500.0,買權",TWDVO500BE63,2026/04/23,期貨及選擇權,,OCESCS,
"DVO25000EL　聯發科股票選擇權,2026/05,履約價2500.0,買權",TWDVO500BEL2,2026/04/29,期貨及選擇權,,OCESCS,
"DVO25000F6　聯發科股票選擇權,2026/06,履約價2500.0,買權",TWDVO500BF62,2026/04/23,期貨及選擇權,,OCESCS,
"DVO25000I6　聯發科股票選擇權,2026/09,履約價2500.0,買權",TWDVO500BI69,2026/04/22,期貨及選擇權,,OCESCS,
"DVO25500E6　聯發科股票選擇權,2026/05,履約價2550.0,買權",TWDVO550BE62,2026/04/23,期貨及選擇權,,OCESCS,
"DVO25500EL　聯發科股票選擇權,2026/05,履約價2550.0,買權",TWDVO550BEL7,2026/04/29,期貨及選擇權,,OCESCS,
"DVO25500F6　聯發科股票選擇權,2026/06,履約價2550.0,買權",TWDVO550BF61,2026/04/23,期貨及選擇權,,OCESCS,
"DVO26000E6　聯發科股票選擇權,2026/05,履約價2600.0,買權",TWDVO600BE62,2026/04/23,期貨及選擇權,,OCESCS,
"DVO26000EL　聯發科股票選擇權,2026/05,履約價2600.0,買權",TWDVO600BEL0,2026/04/29,期貨及選擇權,,OCESCS,
"DVO26000F6　聯發科股票選擇權,2026/06,履約價2600.0,買權",TWDVO600BF61,2026/04/23,期貨及選擇權,,OCESCS,
"DVO26000I6　聯發科股票選擇權,2026/09,履約價2600.0,買權",TWDVO600BI68,2026/04/23,期貨及選擇權,,OCESCS,
"DVO26500E6　聯發科股票選擇權,2026/05,履約價2650.0,買權",TWDVO650BE61,2026/04/23,期貨及選擇權,,OCESCS,
"DVO26500EL　聯發科股票選擇權,2026/05,履約價2650.0,買權",TWDVO650BEL5,2026/04/29,期貨及選擇權,,OCESCS,
"DVO26500F6　聯發科股票選擇權,2026/06,履約價2650.0,買權",TWDVO650BF60,2026/04/23,期貨及選擇權,,OCESCS,
"DVO27000E6　聯發科股票選擇權,2026/05,履約價2700.0,買權",TWDVO700BE61,2026/04/27,期貨及選擇權,,OCESCS,
"DVO27000EL　聯發科股票選擇權,2026/05,履約價2700.0,買權",TWDVO700BEL8,2026/04/29,期貨及選擇權,,OCESCS,
"DVO27000F6　聯發科股票選擇權,2026/06,履約價2700.0,買權",TWDVO700BF60,2026/04/27,期貨及選擇權,,OCESCS,
"DVO27000I6　聯發科股票選擇權,2026/09,履約價2700.0,買權",TWDVO700BI67,2026/04/23,期貨及選擇權,,OCESCS,
"DVO27500E6　聯發科股票選擇權,2026/05,履約價2750.0,買權",TWDVO750BE60,2026/04/27,期貨及選擇權,,OCESCS,
"DVO27500EL　聯發科股票選擇權,2026/05,履約價2750.0,買權",TWDVO750BEL3,2026/04/29,期貨及選擇權,,OCESCS,
"DVO27500F6　聯發科股票選擇權,2026/06,履約價2750.0,買權",TWDVO750BF69,2026/04/27,期貨及選擇權,,OCESCS,
"DVO28000E6　聯發科股票選擇權,2026/05,履約價2800.0,買權",TWDVO800BE60,2026/04/27,期貨及選擇權,,OCESCS,
"DVO28000EL　聯發科股票選擇權,2026/05,履約價2800.0,買權",TWDVO800BEL6,2026/04/29,期貨及選擇權,,OCESCS,
"DVO28000F6　聯發科股票選擇權,2026/06,履約價2800.0,買權",TWDVO800BF69,2026/04/27,期貨及選擇權,,OCESCS,
"DVO28000I6　聯發科股票選擇權,2026/09,履約價2800.0,買權",TWDVO800BI66,2026/04/27,期貨及選擇權,,OCESCS,
